,HEHV,IBT1,IBT2,LSHV,NLTV,P20V,RPM,SSHV,SSW1,TTEM,TTSW
45617.00851,1374.6038,6.9,13.6,1182.2108,30.47,21.8,75.4,1023.3548,756,59.4,0
45617.00856,1374.6038,6.9,13.6,1182.2108,30.47,21.8,36.4,1023.3548,722,59.4,0
45617.00862,1374.6038,6.9,13.6,1182.2108,30.47,21.8,36.4,1023.3548,741,59.4,0
45617.00868,1373.724,6.9,13.6,1182.2108,30.47,21.8,35.1,1023.3548,729,59.4,0
45617.00874,1373.724,6.9,13.6,1182.2108,30.47,21.8,35.1,1023.3548,703,59.4,0
45617.0088,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,726,59.4,0
45617.00885,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,717,59.4,0
45617.00891,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,745,59.4,0
45617.00897,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,755,59.4,0
45617.00903,1372.8442,6.9,13.6,1182.2108,30.47,21.8,67.6,1023.3548,744,59.4,0
45617.00909,1372.8442,6.9,13.6,1182.2108,30.47,21.8,67.6,1023.3548,761,59.4,0
45617.00914,1372.8442,6.9,13.6,1182.2108,30.47,21.8,15.6,1023.3548,710,59.4,0
45617.0092,1372.8442,6.9,13.6,1182.2108,30.47,21.8,15.6,1023.3548,725,59.4,0
45617.00926,1372.8442,6.9,13.6,1182.2108,30.47,21.8,50.7,1023.3548,735,59.4,0
45617.00932,1372.8442,6.9,13.6,1182.2108,30.47,21.8,50.7,1023.3548,720,59.4,0
45617.00938,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,757,59.4,0
45617.00943,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,730,59.4,0
45617.00949,1372.8442,6.9,13.6,1182.2108,30.47,21.8,58.5,1023.3548,755,59.4,0
45617.00955,1372.8442,6.9,13.6,1182.2108,30.47,21.8,58.5,1023.3548,716,59.4,0
45617.00961,1372.8442,6.9,13.6,1182.2108,30.47,21.8,13,1023.3548,721,59.4,0
45617.00966,1372.8442,6.9,13.6,1182.2108,30.47,21.8,13,1023.3548,728,59.4,0
45617.00972,1373.724,6.9,13.6,1182.2108,30.47,21.8,29.9,1023.3548,723,59.4,0
45617.00978,1373.724,6.9,13.6,1182.2108,30.47,21.8,29.9,1023.3548,744,59.4,0
45617.00984,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,722,59.4,0
45617.0099,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,715,59.4,0
45617.00995,1373.724,6.9,13.6,1182.2108,30.47,21.8,14.3,1023.3548,735,59.4,0
45617.01001,1373.724,6.9,13.6,1182.2108,30.47,21.8,14.3,1023.3548,767,59.4,0
45617.01007,1372.8442,6.9,13.6,1182.2108,30.47,21.8,7.8,1023.3548,760,59.4,0
45617.01013,1372.8442,6.9,13.6,1182.2108,30.47,21.8,7.8,1023.3548,720,59.4,0
45617.01019,1372.8442,6.9,13.6,1182.2108,30.47,21.8,72.8,1023.3548,749,59.4,0
45617.01024,1372.8442,6.9,13.6,1182.2108,30.47,21.8,72.8,1023.3548,758,59.4,0
45617.0103,1372.8442,6.9,13.6,1182.2108,30.47,21.8,74.1,1023.3548,737,59.4,0
45617.01036,1372.8442,6.9,13.6,1182.2108,30.47,21.8,74.1,1023.3548,743,59.4,0
45617.01042,1373.724,6.9,13.6,1182.2108,30.47,21.8,35.1,1023.3548,755,59.4,0
45617.01047,1373.724,6.9,13.6,1182.2108,30.47,21.8,35.1,1023.3548,727,59.4,0
45617.01053,1373.724,6.9,13.6,1182.2108,30.47,21.8,23.4,1023.3548,763,59.4,0
45617.01059,1373.724,6.9,13.6,1182.2108,30.47,21.8,23.4,1023.3548,706,59.4,0
45617.01065,1373.724,6.9,13.6,1182.2108,30.47,21.8,19.5,1023.3548,740,59.4,0
45617.01071,1373.724,6.9,13.6,1182.2108,30.47,21.8,19.5,1023.3548,755,59.4,0
45617.01076,1373.724,6.9,13.6,1182.2108,30.47,21.8,13,1023.3548,752,59.4,0
45617.01082,1373.724,6.9,13.6,1182.2108,30.47,21.8,13,1023.3548,744,59.4,0
45617.01088,1373.724,6.9,13.6,1182.2108,30.47,21.8,19.5,1023.3548,752,59.4,0
45617.01094,1373.724,6.9,13.6,1182.2108,30.47,21.8,19.5,1023.3548,768,59.4,0
45617.011,1373.724,6.9,13.6,1182.2108,30.47,21.8,19.5,1023.3548,741,59.4,0
45617.01105,1373.724,6.9,13.6,1182.2108,30.47,21.8,19.5,1023.3548,762,59.4,0
45617.01111,1375.4836,6.9,13.6,1182.2108,30.47,21.8,74.1,1023.3548,756,59.4,0
45617.01117,1375.4836,6.9,13.6,1182.2108,30.47,21.8,74.1,1023.3548,748,59.4,0
45617.01123,1375.4836,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,760,59.4,0
45617.01128,1375.4836,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,726,59.4,0
45617.01134,1375.4836,6.9,13.6,1182.2108,30.47,21.8,20.8,1023.3548,740,59.4,0
45617.0114,1375.4836,6.9,13.6,1182.2108,30.47,21.8,20.8,1023.3548,765,59.4,0
45617.01146,1371.9644,6.9,13.6,1182.2108,30.47,21.8,13,1023.3548,751,59.4,0
45617.01152,1371.9644,6.9,13.6,1182.2108,30.47,21.8,13,1023.3548,760,59.4,0
45617.01157,1371.9644,6.9,13.6,1182.2108,30.47,21.8,65,1023.3548,763,59.4,0
45617.01163,1371.9644,6.9,13.6,1182.2108,30.47,21.8,65,1023.3548,758,59.4,0
45617.01169,1371.9644,6.9,13.6,1182.2108,30.47,21.8,48.1,1023.3548,771,59.4,0
45617.01175,1371.9644,6.9,13.6,1182.2108,30.47,21.8,48.1,1023.3548,761,59.4,0
45617.01181,1374.6038,6.9,13.6,1182.2108,30.47,21.8,16.9,1023.3548,739,59.4,0
45617.01186,1374.6038,6.9,13.6,1182.2108,30.47,21.8,16.9,1023.3548,752,59.4,0
45617.01192,1374.6038,6.9,13.6,1182.2108,30.47,21.8,5.2,1023.3548,741,59.4,0
45617.01198,1374.6038,6.9,13.6,1182.2108,30.47,21.8,5.2,1023.3548,732,59.4,0
45617.01204,1374.6038,6.9,13.6,1182.2108,30.47,21.8,58.5,1023.3548,736,59.4,0
45617.01209,1374.6038,6.9,13.6,1182.2108,30.47,21.8,58.5,1023.3548,735,59.4,0
45617.01215,1373.724,6.9,13.6,1182.2108,30.47,21.8,75.4,1023.3548,721,59.4,0
45617.01221,1373.724,6.9,13.6,1182.2108,30.47,21.8,75.4,1023.3548,751,59.4,0
45617.01227,1373.724,6.9,13.6,1182.2108,30.47,21.8,24.7,1023.3548,742,59.4,0
45617.01233,1373.724,6.9,13.6,1182.2108,30.47,21.8,24.7,1023.3548,759,59.4,0
45617.01238,1373.724,6.9,13.6,1182.2108,30.47,21.8,35.1,1023.3548,745,59.4,0
45617.01244,1373.724,6.9,13.6,1182.2108,30.47,21.8,35.1,1023.3548,744,59.4,0
45617.0125,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,751,59.4,0
45617.01256,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,741,59.4,0
45617.01262,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,729,59.4,0
45617.01267,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,765,59.4,0
45617.01273,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,765,59.4,0
45617.01279,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,729,59.4,0
45617.01285,1374.6038,6.9,13.6,1182.2108,30.47,21.8,68.9,1023.3548,763,59.4,0
45617.01291,1374.6038,6.9,13.6,1182.2108,30.47,21.8,68.9,1023.3548,751,59.4,0
45617.01296,1374.6038,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,754,59.4,0
45617.01302,1374.6038,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,745,59.4,0
45617.01308,1374.6038,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,756,59.4,0
45617.01314,1374.6038,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,760,59.4,0
45617.01319,1372.8442,6.9,13.6,1182.2108,30.47,21.8,72.8,1023.3548,763,59.4,0
45617.01325,1372.8442,6.9,13.6,1182.2108,30.47,21.8,72.8,1023.3548,763,59.4,0
45617.01331,1372.8442,6.9,13.6,1182.2108,30.47,21.8,40.3,1023.3548,747,59.4,0
45617.01337,1372.8442,6.9,13.6,1182.2108,30.47,21.8,40.3,1023.3548,771,59.4,0
45617.01343,1372.8442,6.9,13.6,1182.2108,30.47,21.8,28.6,1023.3548,770,59.4,0
45617.01348,1372.8442,6.9,13.6,1182.2108,30.47,21.8,28.6,1023.3548,762,59.4,0
45617.01354,1372.8442,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,734,59.4,0
45617.0136,1372.8442,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,712,59.4,0
45617.01366,1372.8442,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,719,59.4,0
45617.01372,1372.8442,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,718,59.4,0
45617.01377,1372.8442,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,766,59.4,0
45617.01383,1372.8442,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,779,59.4,0
45617.01389,1373.724,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,720,59.4,0
45617.01395,1373.724,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,746,59.4,0
45617.014,1373.724,6.9,13.6,1182.2108,30.47,21.8,52,1023.3548,767,59.4,0
45617.01406,1373.724,6.9,13.6,1182.2108,30.47,21.8,52,1023.3548,735,59.4,0
45617.01412,1373.724,6.9,13.6,1182.2108,30.47,21.8,24.7,1023.3548,741,59.4,0
45617.01418,1373.724,6.9,13.6,1182.2108,30.47,21.8,24.7,1023.3548,721,59.4,0
45617.01424,1374.6038,6.9,13.6,1182.2108,30.47,21.8,55.9,1023.3548,754,59.4,0
45617.01429,1374.6038,6.9,13.6,1182.2108,30.47,21.8,55.9,1023.3548,739,59.4,0
45617.01435,1374.6038,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,758,59.4,0
45617.01441,1374.6038,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,750,59.4,0
45617.01447,1374.6038,6.9,13.6,1182.2108,30.47,21.8,24.7,1023.3548,750,59.4,0
45617.01453,1374.6038,6.9,13.6,1182.2108,30.47,21.8,24.7,1023.3548,738,59.4,0
45617.01458,1372.8442,6.9,13.6,1182.2108,30.47,21.8,29.9,1023.3548,756,59.4,0
45617.01464,1372.8442,6.9,13.6,1182.2108,30.47,21.8,29.9,1023.3548,734,59.4,0
45617.0147,1372.8442,6.9,13.6,1182.2108,30.47,21.8,63.7,1023.3548,759,59.4,0
45617.01476,1372.8442,6.9,13.6,1182.2108,30.47,21.8,63.7,1023.3548,760,59.4,0
45617.01481,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,766,59.4,0
45617.01487,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,747,59.4,0
45617.01493,1373.724,6.9,13.6,1182.2108,30.47,21.8,79.3,1023.3548,753,59.4,0
45617.01499,1373.724,6.9,13.6,1182.2108,30.47,21.8,79.3,1023.3548,754,59.4,0
45617.01505,1373.724,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,762,59.4,0
45617.0151,1373.724,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,776,59.4,0
45617.01516,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,759,59.4,0
45617.01522,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,735,59.4,0
45617.01528,1374.6038,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,757,59.4,0
45617.01534,1374.6038,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,735,59.4,0
45617.01539,1374.6038,6.9,13.6,1182.2108,30.47,21.8,75.4,1023.3548,751,59.4,0
45617.01545,1374.6038,6.9,13.6,1182.2108,30.47,21.8,75.4,1023.3548,736,59.4,0
45617.01551,1374.6038,6.9,13.6,1182.2108,30.47,21.8,71.5,1023.3548,778,59.4,0
45617.01557,1374.6038,6.9,13.6,1182.2108,30.47,21.8,71.5,1023.3548,744,59.4,0
45617.01563,1372.8442,6.9,13.6,1182.2108,30.47,21.8,65,1023.3548,757,59.4,0
45617.01568,1372.8442,6.9,13.6,1182.2108,30.47,21.8,65,1023.3548,766,59.4,0
45617.01574,1372.8442,6.9,13.6,1182.2108,30.47,21.8,74.1,1023.3548,744,59.4,0
45617.0158,1372.8442,6.9,13.6,1182.2108,30.47,21.8,74.1,1023.3548,759,59.4,0
45617.01586,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,752,59.4,0
45617.01591,1372.8442,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,770,59.4,0
45617.01597,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,729,59.4,0
45617.01603,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,755,59.4,0
45617.01609,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,746,59.4,0
45617.01615,1373.724,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,733,59.4,0
45617.0162,1373.724,6.9,13.6,1182.2108,30.47,21.8,72.8,1023.3548,774,59.4,0
45617.01626,1373.724,6.9,13.6,1182.2108,30.47,21.8,72.8,1023.3548,744,59.4,0
45617.01632,1372.8442,6.9,13.6,1182.2108,30.47,21.8,46.8,1023.3548,742,59.4,0
45617.01638,1372.8442,6.9,13.6,1182.2108,30.47,21.8,46.8,1023.3548,763,59.4,0
45617.01644,1372.8442,6.9,13.6,1182.2108,30.47,21.8,37.7,1023.3548,737,59.4,0
45617.01649,1372.8442,6.9,13.6,1182.2108,30.47,21.8,37.7,1023.3548,723,59.4,0
45617.01655,1372.8442,6.9,13.6,1182.2108,30.47,21.8,41.6,1023.3548,741,59.4,0
45617.01661,1372.8442,6.9,13.6,1182.2108,30.47,21.8,41.6,1023.3548,753,59.4,0
45617.01667,1373.724,6.9,13.6,1182.2108,30.47,21.8,49.4,1023.3548,739,59.4,0
45617.01672,1373.724,6.9,13.6,1182.2108,30.47,21.8,49.4,1023.3548,747,59.4,0
45617.01678,1373.724,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,733,59.4,0
45617.01684,1373.724,6.9,13.6,1182.2108,30.47,21.8,76.7,1023.3548,726,59.4,0
45617.0169,1373.724,6.9,13.6,1182.2108,30.47,21.8,75.4,1023.3548,753,59.4,0
45617.01696,1373.724,6.9,13.6,1182.2108,30.47,21.8,75.4,1023.3548,764,59.4,0
45617.01701,1374.6038,6.9,13.6,1182.2108,30.47,21.8,80.6,1023.3548,756,59.4,0
45617.01707,1374.6038,6.9,13.6,1182.2108,30.47,21.8,80.6,1023.3548,762,59.4,0
45617.01713,1374.6038,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,736,59.4,0
45617.01719,1374.6038,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,735,59.4,0
45617.01725,1374.6038,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,735,59.4,0
45617.0173,1374.6038,6.9,13.6,1182.2108,30.47,21.8,78,1023.3548,775,59.4,0
45617.01736,1372.8442,6.9,13.6,1182.2108,30.47,21.8,42.9,1023.3548,707,59.4,0
45617.01742,1372.8442,6.9,13.6,1182.2108,30.47,21.8,42.9,1023.3548,738,59.4,0
45617.01748,1372.8442,6.9,13.6,1182.2108,30.47,21.8,29.9,1023.3548,761,59.4,0
45617.01753,1372.8442,6.9,13.6,1182.2108,30.47,21.8,29.9,1023.3548,767,59.4,0
45617.01759,1372.8442,6.9,13.6,1182.2108,30.47,21.8,28.6,1023.3548,754,59.4,0
45617.01765,1372.8442,6.9,13.6,1182.2108,30.47,21.8,28.6,1023.3548,743,59.4,0
45617.01771,1371.9644,6.9,13.6,1182.2108,30.47,21.8,46.8,1023.3548,751,59.4,0
45617.01777,1371.9644,6.9,13.6,1182.2108,30.47,21.8,46.8,1023.3548,735,59.4,0
45617.01782,1371.9644,6.9,13.6,1182.2108,30.47,21.8,26,1023.3548,750,59.4,0
45617.01788,1371.9644,6.9,13.6,1182.2108,30.47,21.8,26,1023.3548,749,59.4,0
45617.01794,1371.9644,6.9,13.6,1182.2108,30.47,21.8,44.2,1023.3548,747,59.4,0
45617.018,1371.9644,6.9,13.6,1182.2108,30.47,21.8,44.2,1023.3548,748,59.4,0
45617.01806,1374.6038,6.9,13.6,1182.2108,30.47,21.8,22.1,1023.3548,746,59.4,0
45617.01811,1374.6038,6.9,13.6,1182.2108,30.47,21.8,22.1,1023.3548,741,59.4,0
45617.01817,1374.6038,6.9,13.6,1182.2108,30.47,21.8,22.1,1023.3548,758,59.4,0
45617.01823,1374.6038,6.9,13.6,1182.2108,30.47,21.8,22.1,1023.3548,743,59.4,0
45617.01829,1374.6038,6.9,13.6,1182.2108,30.47,21.8,40.3,1023.3548,745,59.4,0
45617.01834,1374.6038,6.9,13.6,1182.2108,30.47,21.8,40.3,1023.3548,739,59.4,0
45617.0184,1373.724,6.9,13.6,1182.2108,30.47,21.8,14.3,1023.3548,726,59.4,0
45617.01846,1373.724,6.9,13.6,1182.2108,30.47,21.8,14.3,1023.3548,733,59.4,0
45617.01852,1373.724,6.9,13.6,1182.2108,30.47,21.8,14.3,1023.3548,750,59.4,0
45617.01858,1373.724,6.9,13.6,1182.2108,30.47,21.8,14.3,1023.3548,746,59.4,0
45617.01863,1373.724,6.9,13.6,1182.2108,30.47,21.8,33.8,1023.3548,742,59.4,0
45617.01869,1373.724,6.9,13.6,1182.2108,30.47,21.8,33.8,1023.3548,753,59.4,0
45617.01875,1373.724,6.9,13.6,1182.2108,30.47,21.8,48.1,1023.3548,751,59.4,0
45617.01881,1373.724,6.9,13.6,1182.2108,30.47,21.8,48.1,1023.3548,724,59.4,0
45617.01887,1373.724,6.9,13.6,1182.2108,30.47,21.8,24.7,1023.3548,744,59.4,0
45617.01892,1373.724,6.9,13.6,1182.2108,30.47,21.8,24.7,1023.3548,748,59.4,0
45617.01898,1373.724,6.9,13.6,1182.2108,30.47,21.8,35.1,1023.3548,751,59.4,0
45617.01904,1373.724,6.9,13.6,1182.2108,30.47,21.8,35.1,1023.3548,733,59.4,0
45617.0191,1372.8442,6.9,13.6,1182.2108,30.47,21.8,50.7,1023.3548,750,59.4,0
45617.01916,1372.8442,6.9,13.6,1182.2108,30.47,21.8,50.7,1023.3548,742,59.4,0
45617.01921,1372.8442,6.9,13.6,1182.2108,30.47,21.8,53.3,1023.3548,738,59.4,0
45617.01927,1372.8442,6.9,13.6,1182.2108,30.47,21.8,53.3,1023.3548,733,59.4,0
45617.01933,1372.8442,6.9,13.6,1182.2108,30.47,21.8,46.8,1023.3548,743,59.4,0
45617.01939,1372.8442,6.9,13.6,1182.2108,30.47,21.8,46.8,1023.3548,745,59.4,0
45617.01944,1375.4836,6.9,13.6,1183.0906,30.47,21.8,37.7,1023.3548,754,59.4,0
45617.0195,1375.4836,6.9,13.6,1183.0906,30.47,21.8,37.7,1023.3548,749,59.4,0
45617.01956,1375.4836,6.9,13.6,1183.0906,30.47,21.8,46.8,1023.3548,763,59.4,0
45617.01962,1375.4836,6.9,13.6,1183.0906,30.47,21.8,46.8,1023.3548,762,59.4,0
45617.01968,1375.4836,6.9,13.6,1183.0906,30.47,21.8,57.2,1023.3548,748,59.4,0
45617.01973,1375.4836,6.9,13.6,1183.0906,30.47,21.8,57.2,1023.3548,710,59.4,0
45617.01979,1372.8442,6.9,13.6,1183.0906,30.47,21.8,54.6,1024.2346,749,59.4,0
45617.01985,1372.8442,6.9,13.6,1183.0906,30.47,21.8,54.6,1024.2346,749,59.4,0
45617.01991,1372.8442,6.9,13.6,1183.0906,30.47,21.8,32.5,1024.2346,765,59.4,0
45617.01997,1372.8442,6.9,13.6,1183.0906,30.47,21.8,32.5,1024.2346,762,59.4,0
45617.02002,1372.8442,6.9,13.6,1183.0906,30.47,21.8,13,1024.2346,749,59.4,0
45617.02008,1372.8442,6.9,13.6,1183.0906,30.47,21.8,13,1024.2346,778,59.4,0
45617.02014,1372.8442,6.9,13.6,1182.2108,30.47,21.8,18.2,1024.2346,765,59.4,0
45617.0202,1372.8442,6.9,13.6,1182.2108,30.47,21.8,18.2,1024.2346,755,59.4,0
45617.02025,1372.8442,6.9,13.6,1182.2108,30.47,21.8,49.4,1024.2346,733,59.4,0
45617.02031,1372.8442,6.9,13.6,1182.2108,30.47,21.8,49.4,1024.2346,738,59.4,0
45617.02037,1372.8442,6.9,13.6,1182.2108,30.47,21.8,40.3,1024.2346,746,59.4,0
45617.0206,599.5,-0.7,3.8,877.8,3.74,-1.1,0,912.5,634,168.3,4918.8
45617.02066,599.5,6.9,12.5,877.8,29.26,20.8,0,912.5,758,64.8,4915.2
45617.02072,599.5,6.9,12.5,1167.2542,30.47,21.8,0,1020.7154,739,60.3,0
45617.02078,599.5,6.9,12.5,1181.331,30.47,21.8,0,1020.7154,745,60.3,0
45617.02083,599.5,6.9,12.5,1181.331,30.47,21.8,0,1020.7154,737,60.3,0
45617.02089,599.5,6.9,12.5,1181.331,30.47,21.8,0,1020.7154,766,60.3,0
45617.02095,1366.6855,6.9,12.5,1181.331,30.47,21.8,0,1022.475,758,60.3,0
45617.02101,1366.6855,6.9,12.5,1181.331,30.47,21.8,0,1022.475,763,60.3,0
45617.02106,1366.6855,6.9,12.5,1181.331,30.47,21.8,0,1022.475,767,60.3,0
45617.02112,1366.6855,6.9,12.5,1181.331,30.47,21.8,0,1022.475,757,60.3,0
45617.02118,1366.6855,6.9,12.5,1181.331,30.47,21.8,0,1022.475,750,60.3,0
45617.02124,1366.6855,6.9,12.5,1181.331,30.47,21.8,0,1022.475,755,60.3,0
45617.0213,1371.0846,6.9,12.5,1181.331,30.47,21.8,0,1022.475,718,60.3,0
45617.02135,1371.0846,6.9,12.5,1181.331,30.47,21.8,0,1022.475,765,60.3,0
45617.02141,1371.0846,6.9,12.5,1181.331,30.47,21.8,0,1022.475,743,60.3,0
45617.02147,1371.0846,6.9,12.5,1181.331,30.47,21.8,0,1022.475,740,60.3,0
45617.02153,1371.0846,6.9,12.5,1181.331,30.47,21.8,0,1022.475,764,60.3,0
45617.02159,1371.0846,6.9,12.5,1181.331,30.47,21.8,0,1022.475,758,60.3,0
45617.02164,1371.0846,6.9,12.5,1181.331,30.47,21.8,65,1022.475,757,60.3,0
45617.0217,1371.0846,6.9,12.5,1181.331,30.47,21.8,65,1022.475,729,60.3,0
45617.02176,1371.0846,6.9,12.5,1181.331,30.47,21.8,75.4,1022.475,743,60.3,0
45617.02182,1371.0846,6.9,12.5,1181.331,30.47,21.8,75.4,1022.475,745,60.3,0
45617.02188,1371.0846,6.9,12.5,1181.331,30.47,21.8,62.4,1022.475,746,60.3,0
45617.02193,1371.0846,6.9,12.5,1181.331,30.47,21.8,62.4,1022.475,766,60.3,0
45617.02199,1372.8442,6.9,12.5,1181.331,30.47,21.8,39,1022.475,751,60.3,0
45617.02205,1372.8442,6.9,12.5,1181.331,30.47,21.8,39,1022.475,741,60.3,0
45617.02211,1372.8442,6.9,13.6,1181.331,30.47,21.8,28.6,1022.475,730,60.3,0
45617.02216,1372.8442,6.9,13.6,1181.331,30.47,21.8,28.6,1022.475,742,60.3,0
45617.02222,1372.8442,6.9,13.6,1181.331,30.47,21.8,24.7,1022.475,719,60.3,0
45617.02228,1372.8442,6.9,13.6,1181.331,30.47,21.8,24.7,1022.475,734,60.3,0
45617.02234,1372.8442,6.9,13.6,1181.331,30.47,21.8,24.7,1023.3548,743,60.3,0
45617.0224,1372.8442,6.9,13.6,1181.331,30.47,21.8,24.7,1023.3548,758,60.3,0
45617.02245,1372.8442,6.9,13.6,1181.331,30.47,21.8,52,1023.3548,759,60.3,0
45617.02251,1372.8442,6.9,13.6,1181.331,30.47,21.8,52,1023.3548,754,60.3,0
45617.02257,1372.8442,6.9,13.6,1181.331,30.47,21.8,26,1023.3548,736,60.3,0
45617.02263,1372.8442,6.9,13.6,1181.331,30.47,21.8,26,1023.3548,752,60.3,0
45617.02269,1373.724,6.9,13.6,1182.2108,30.47,21.8,9.1,1023.3548,738,60.3,0
45617.02274,1373.724,6.9,13.6,1182.2108,30.47,21.8,9.1,1023.3548,763,60.3,0
45617.0228,1373.724,6.9,13.6,1182.2108,30.47,21.8,41.6,1023.3548,777,60.3,0
45617.02286,1373.724,6.9,13.6,1182.2108,30.47,21.8,41.6,1023.3548,739,60.3,0
45617.02292,1373.724,6.9,13.6,1182.2108,30.47,21.8,65,1023.3548,760,60.3,0
45617.02297,1373.724,6.9,13.6,1182.2108,30.47,21.8,65,1023.3548,733,60.3,0
45617.02303,1371.9644,6.9,13.6,1182.2108,30.47,21.8,28.6,1023.3548,735,60.3,0
45617.02309,1371.9644,6.9,13.6,1182.2108,30.47,21.8,28.6,1023.3548,760,60.3,0
45617.02315,1371.9644,6.9,13.6,1182.2108,30.47,21.8,33.8,1023.3548,734,60.3,0
45617.02321,1371.9644,6.9,13.6,1182.2108,30.47,21.8,33.8,1023.3548,764,60.3,0
45617.02326,1371.9644,6.9,13.6,1182.2108,30.47,21.8,22.1,1023.3548,726,60.3,0
45617.02332,1371.9644,6.9,13.6,1182.2108,30.47,21.8,22.1,1023.3548,764,60.3,0
45617.02338,1373.724,6.9,13.6,1182.2108,30.47,21.8,59.8,1023.3548,732,60.3,0
45617.02344,1373.724,6.9,13.6,1182.2108,30.47,21.8,59.8,1023.3548,732,60.3,0
45617.0235,1373.724,6.9,13.6,1182.2108,30.47,21.8,53.3,1023.3548,751,60.3,0
45617.02355,1373.724,6.9,13.6,1182.2108,30.47,21.8,53.3,1023.3548,732,60.3,0
45617.02361,1373.724,6.9,13.6,1182.2108,30.47,21.8,45.5,1023.3548,771,60.3,0
45617.02367,1373.724,6.9,13.6,1182.2108,30.47,21.8,45.5,1023.3548,748,60.3,0
45617.02373,1372.8442,6.9,13.6,1182.2108,30.47,21.8,31.2,1023.3548,749,60.3,0
45617.02378,1372.8442,6.9,13.6,1182.2108,30.47,21.8,31.2,1023.3548,761,60.3,0
45617.02384,1372.8442,6.9,13.6,1182.2108,30.47,21.8,23.4,1023.3548,762,60.3,0
45617.0239,1372.8442,6.9,13.6,1182.2108,30.47,21.8,23.4,1023.3548,747,60.3,0
45617.02396,1372.8442,6.9,13.6,1182.2108,30.47,21.8,46.8,1023.3548,753,60.3,0
45617.02402,1372.8442,6.9,13.6,1182.2108,30.47,21.8,46.8,1023.3548,773,60.3,0
45617.02407,1373.724,6.9,13.6,1182.2108,30.47,21.8,67.6,1023.3548,747,60.3,0
45617.02413,1373.724,6.9,13.6,1182.2108,30.47,21.8,67.6,1023.3548,760,60.3,0
45617.02436,599.5,6.9,12.5,877.8,25.85,18.3,0,912.5,767,78.3,4918.8
45617.02442,599.5,6.9,12.5,877.8,30.36,21.7,0,912.5,766,60.3,4915.2
45617.02448,599.5,6.9,12.5,1180.4512,30.47,21.8,0,1023.3548,764,60.3,0
45617.02454,599.5,6.9,12.5,1181.331,30.47,21.8,9.1,1023.3548,745,60.3,0
45617.02459,599.5,6.9,12.5,1181.331,30.47,21.8,9.1,1023.3548,736,60.3,0
45617.02465,599.5,6.9,12.5,1181.331,30.47,21.8,40.3,1023.3548,748,60.3,0
